timestamp,zone,temperature,humidity,air_quality,light_level,vent_open_ratio,vent_state,scenario
2026-04-01 06:50:00,Rooftop Lounge,23.47,48.26,646.67,635.1,0.58,Open,normal
2026-04-01 07:00:00,Lobby,23.31,49.59,812.76,499.99,0.52,Open,normal
2026-04-01 07:00:00,Gym,26.32,72.36,1453.85,574.6,0.02,Closed,ventilation_failure
2026-04-01 07:00:00,Co-working Space,23.36,44.99,1315.08,526.67,0.26,Partially Open,poor_air_quality
2026-04-01 07:00:00,Corridor,14.42,45.42,671.99,605.55,0.2,Partially Open,sensor_fault
2026-04-01 07:00:00,Rooftop Lounge,23.22,48.9,612.04,624.44,0.55,Open,normal
2026-04-01 07:10:00,Lobby,23.62,48.52,785.7,482.23,0.52,Open,normal
2026-04-01 07:10:00,Gym,26.6,70.61,1425.56,562.18,0.02,Closed,ventilation_failure
2026-04-01 07:10:00,Co-working Space,22.97,43.82,1309.48,524.18,0.39,Partially Open,poor_air_quality
2026-04-01 07:10:00,Corridor,30.89,46.69,692.92,597.31,0.26,Partially Open,sensor_fault
2026-04-01 07:10:00,Rooftop Lounge,23.19,50.31,611.31,643.45,0.56,Open,normal
2026-04-01 07:20:00,Lobby,23.57,50.85,796.82,485.11,0.45,Open,normal
2026-04-01 07:20:00,Gym,26.12,72.38,1429.94,581.8,0.02,Closed,ventilation_failure
2026-04-01 07:20:00,Co-working Space,23.27,42.9,1329.69,539.1,0.2,Partially Open,poor_air_quality
2026-04-01 07:20:00,Corridor,14.02,46.01,702.21,113.7,0.21,Partially Open,sensor_fault
2026-04-01 07:20:00,Rooftop Lounge,23.53,49.71,611.37,654.99,0.61,Open,normal
2026-04-01 07:30:00,Lobby,23.53,49.88,786.56,509.69,0.54,Open,normal
2026-04-01 07:30:00,Gym,26.53,70.97,1411.58,575.44,0.02,Closed,ventilation_failure
2026-04-01 07:30:00,Co-working Space,23.32,42.94,1280.03,510.67,0.24,Partially Open,poor_air_quality
2026-04-01 07:30:00,Corridor,14.02,46.16,675.7,137.65,0.26,Partially Open,sensor_fault
2026-04-01 07:30:00,Rooftop Lounge,23.2,48.24,657.01,624.25,0.6,Open,normal
2026-04-01 07:40:00,Lobby,23.29,50.02,813.6,492.68,0.43,Partially Open,normal
2026-04-01 07:40:00,Gym,26.49,72.09,1415.1,554.49,0.02,Closed,ventilation_failure
2026-04-01 07:40:00,Co-working Space,23.23,44.72,1305.59,531.91,0.22,Partially Open,poor_air_quality
2026-04-01 07:40:00,Corridor,14.05,43.61,667.61,128.12,0.13,Partially Open,sensor_fault
2026-04-01 07:40:00,Rooftop Lounge,22.68,50.62,630.88,649.37,0.48,Open,normal
2026-04-01 07:50:00,Lobby,23.18,50.53,797.47,485.88,0.39,Partially Open,normal
2026-04-01 07:50:00,Gym,26.35,69.33,1397.37,584.99,0.02,Closed,ventilation_failure
2026-04-01 07:50:00,Co-working Space,22.57,43.11,1309.86,531.62,0.33,Partially Open,poor_air_quality
2026-04-01 07:50:00,Corridor,14.3,45.09,711.36,607.52,0.15,Partially Open,sensor_fault
2026-04-01 07:50:00,Rooftop Lounge,22.87,50.17,617.32,639.92,0.61,Open,normal
2026-04-01 08:00:00,Lobby,23.2,51.67,806.1,465.62,0.38,Partially Open,normal
2026-04-01 08:00:00,Gym,25.97,71.07,1417.67,539.94,0.02,Closed,ventilation_failure
2026-04-01 08:00:00,Co-working Space,22.74,43.62,1327.33,525.84,0.27,Partially Open,poor_air_quality
2026-04-01 08:00:00,Corridor,14.03,43.7,689.52,592.88,0.25,Partially Open,sensor_fault
2026-04-01 08:00:00,Rooftop Lounge,22.19,50.46,637.08,627.1,0.48,Open,normal
2026-04-01 08:10:00,Lobby,22.78,48.89,798.76,490.75,0.47,Open,normal
2026-04-01 08:10:00,Gym,25.85,70.84,1415.83,569.39,0.02,Closed,ventilation_failure
2026-04-01 08:10:00,Co-working Space,22.59,43.71,1322.89,516.01,0.29,Partially Open,poor_air_quality
2026-04-01 08:10:00,Corridor,29.94,45.14,713.36,109.25,0.16,Partially Open,sensor_fault
2026-04-01 08:10:00,Rooftop Lounge,22.36,47.77,662.91,635.15,0.59,Open,normal
2026-04-01 08:20:00,Lobby,23.47,49.65,827.99,470.71,0.44,Partially Open,normal
2026-04-01 08:20:00,Gym,25.86,70.27,1396.24,530.78,0.02,Closed,ventilation_failure
2026-04-01 08:20:00,Co-working Space,22.58,44.28,1301.19,499.25,0.26,Partially Open,poor_air_quality
2026-04-01 08:20:00,Corridor,13.3,46.53,687.32,114.94,0.16,Partially Open,sensor_fault
2026-04-01 08:20:00,Rooftop Lounge,22.16,50.97,611.35,631.15,0.52,Open,normal
2026-04-01 08:30:00,Lobby,23.4,48.08,816.88,479.28,0.45,Partially Open,normal
2026-04-01 08:30:00,Gym,26.28,69.87,1421.51,563.72,0.02,Closed,ventilation_failure
2026-04-01 08:30:00,Co-working Space,22.91,42.59,1308.49,501.21,0.3,Partially Open,poor_air_quality
2026-04-01 08:30:00,Corridor,30.2,43.84,704.01,581.83,0.15,Partially Open,sensor_fault
2026-04-01 08:30:00,Rooftop Lounge,22.27,49.34,649.87,630.88,0.62,Open,normal
2026-04-01 08:40:00,Lobby,23.37,50.23,815.94,469.35,0.44,Partially Open,normal
2026-04-01 08:40:00,Gym,26.0,71.85,1452.55,537.74,0.02,Closed,ventilation_failure
2026-04-01 08:40:00,Co-working Space,22.48,42.7,1303.65,517.17,0.3,Partially Open,poor_air_quality
2026-04-01 08:40:00,Corridor,30.48,44.66,678.46,104.97,0.25,Partially Open,sensor_fault
2026-04-01 08:40:00,Rooftop Lounge,22.31,50.02,658.38,613.97,0.48,Open,normal
2026-04-01 08:50:00,Lobby,23.15,48.28,839.83,484.48,0.37,Partially Open,normal
2026-04-01 08:50:00,Gym,26.01,71.56,1423.69,543.42,0.02,Closed,ventilation_failure
2026-04-01 08:50:00,Co-working Space,22.45,44.45,1326.97,509.62,0.3,Partially Open,poor_air_quality
2026-04-01 08:50:00,Corridor,29.81,44.67,670.08,117.54,0.11,Closed,sensor_fault
2026-04-01 08:50:00,Rooftop Lounge,22.51,49.98,652.66,607.64,0.65,Open,normal
2026-04-01 06:00:00,Lobby,22.95,48.42,683.56,484.15,0.34,Partially Open,normal
2026-04-01 06:00:00,Gym,25.34,55.25,850.02,577.17,0.52,Open,normal
2026-04-01 06:00:00,Co-working Space,23.24,44.07,752.34,531.39,0.21,Partially Open,normal
2026-04-01 06:00:00,Corridor,22.46,46.04,704.43,372.33,0.22,Partially Open,normal
2026-04-01 06:00:00,Rooftop Lounge,23.44,50.73,672.09,638.82,0.54,Open,normal
2026-04-01 06:10:00,Lobby,22.97,47.4,687.94,496.92,0.29,Partially Open,normal
2026-04-01 06:10:00,Gym,24.75,57.97,889.81,571.95,0.48,Open,normal
2026-04-01 06:10:00,Co-working Space,23.38,45.17,741.26,538.89,0.21,Partially Open,normal
2026-04-01 06:10:00,Corridor,22.44,43.47,716.2,351.75,0.14,Partially Open,normal
2026-04-01 06:10:00,Rooftop Lounge,23.32,48.71,638.39,630.6,0.64,Open,normal
2026-04-01 06:20:00,Lobby,23.13,47.65,735.4,510.96,0.26,Partially Open,normal
2026-04-01 06:20:00,Gym,25.43,57.34,839.01,571.05,0.35,Partially Open,normal
2026-04-01 06:20:00,Co-working Space,23.54,43.68,726.45,531.67,0.4,Partially Open,normal
2026-04-01 06:20:00,Corridor,22.48,44.77,712.58,356.08,0.25,Partially Open,normal
2026-04-01 06:20:00,Rooftop Lounge,23.16,49.69,670.13,662.58,0.65,Open,normal
2026-04-01 06:30:00,Lobby,23.1,46.7,682.12,519.15,0.26,Partially Open,normal
2026-04-01 06:30:00,Gym,25.31,56.4,876.07,573.47,0.38,Partially Open,normal
2026-04-01 06:30:00,Co-working Space,23.14,43.36,789.18,531.22,0.34,Partially Open,normal
2026-04-01 06:30:00,Corridor,22.43,46.72,703.39,361.71,0.14,Partially Open,normal
2026-04-01 06:30:00,Rooftop Lounge,23.55,49.92,676.34,652.6,0.54,Open,normal
2026-04-01 06:40:00,Lobby,22.64,47.31,689.72,492.72,0.43,Partially Open,normal
2026-04-01 06:40:00,Gym,25.45,56.47,858.2,587.93,0.36,Partially Open,normal
2026-04-01 06:40:00,Co-working Space,23.34,45.59,725.91,550.15,0.29,Partially Open,normal
2026-04-01 06:40:00,Corridor,22.45,44.85,711.22,355.42,0.28,Partially Open,normal
2026-04-01 06:40:00,Rooftop Lounge,23.01,49.16,610.71,661.77,0.55,Open,normal
2026-04-01 06:50:00,Lobby,22.65,47.02,730.67,504.74,0.34,Partially Open,normal
2026-04-01 06:50:00,Gym,25.05,57.44,879.03,563.94,0.49,Open,normal
2026-04-01 06:50:00,Co-working Space,23.24,45.02,760.1,547.18,0.22,Partially Open,normal
2026-04-01 06:50:00,Corridor,22.48,46.87,722.22,372.0,0.21,Partially Open,normal
2026-04-01 06:50:00,Rooftop Lounge,23.4,50.87,666.98,657.53,0.6,Open,normal
2026-04-01 07:00:00,Lobby,23.46,49.42,849.25,497.78,0.37,Partially Open,normal
2026-04-01 07:00:00,Gym,26.9,63.36,1007.93,589.57,0.47,Open,normal
2026-04-01 07:00:00,Co-working Space,22.79,44.08,787.97,525.76,0.36,Partially Open,normal
2026-04-01 07:00:00,Corridor,22.15,45.53,704.01,359.75,0.2,Partially Open,normal
2026-04-01 07:00:00,Rooftop Lounge,23.26,50.96,623.53,618.3,0.53,Open,normal
2026-04-01 07:10:00,Lobby,23.27,48.52,822.72,473.11,0.54,Open,normal
2026-04-01 07:10:00,Gym,26.63,64.05,1015.82,564.64,0.38,Partially Open,normal
2026-04-01 07:10:00,Co-working Space,23.16,42.71,791.2,532.43,0.38,Partially Open,normal
2026-04-01 07:10:00,Corridor,21.97,46.83,682.56,365.67,0.26,Partially Open,normal
2026-04-01 07:10:00,Rooftop Lounge,23.02,49.5,659.54,654.36,0.56,Open,normal
2026-04-01 07:20:00,Lobby,23.06,50.23,789.6,509.68,0.53,Open,normal
2026-04-01 07:20:00,Gym,26.37,62.48,1037.7,556.59,0.37,Partially Open,normal
2026-04-01 07:20:00,Co-working Space,23.3,44.53,783.66,544.45,0.38,Partially Open,normal
2026-04-01 07:20:00,Corridor,21.81,44.94,689.78,337.27,0.09,Closed,normal
2026-04-01 07:20:00,Rooftop Lounge,23.23,50.6,667.6,639.73,0.48,Open,normal
2026-04-01 07:30:00,Lobby,23.76,50.75,801.07,490.51,0.4,Partially Open,normal
2026-04-01 07:30:00,Gym,26.83,62.82,1020.01,584.84,0.51,Open,normal
2026-04-01 07:30:00,Co-working Space,22.91,43.35,730.99,513.79,0.39,Partially Open,normal
2026-04-01 07:30:00,Corridor,22.02,44.25,709.15,330.65,0.23,Partially Open,normal
2026-04-01 07:30:00,Rooftop Lounge,22.77,50.73,612.36,619.68,0.49,Open,normal
2026-04-01 07:40:00,Lobby,23.66,50.6,780.92,501.74,0.39,Partially Open,normal
2026-04-01 07:40:00,Gym,26.74,62.24,1027.87,572.11,0.41,Partially Open,normal
2026-04-01 07:40:00,Co-working Space,22.83,44.61,785.7,548.89,0.32,Partially Open,normal
2026-04-01 07:40:00,Corridor,22.0,45.7,667.23,345.75,0.2,Partially Open,normal
2026-04-01 07:40:00,Rooftop Lounge,22.69,50.07,668.88,650.77,0.64,Open,normal
2026-04-01 07:50:00,Lobby,23.22,50.94,820.96,487.68,0.4,Partially Open,normal
2026-04-01 07:50:00,Gym,26.83,64.69,1029.96,577.29,0.38,Partially Open,normal
2026-04-01 07:50:00,Co-working Space,22.68,45.04,731.99,511.0,0.33,Partially Open,normal
2026-04-01 07:50:00,Corridor,22.37,47.05,664.61,349.55,0.09,Closed,normal
2026-04-01 07:50:00,Rooftop Lounge,23.02,50.23,645.98,635.18,0.48,Open,normal
2026-04-01 08:00:00,Lobby,22.89,50.38,814.07,466.6,0.46,Open,normal
2026-04-01 08:00:00,Gym,25.84,63.33,1005.03,548.39,0.46,Open,normal
2026-04-01 08:00:00,Co-working Space,23.02,43.49,777.2,515.18,0.25,Partially Open,normal
2026-04-01 08:00:00,Corridor,21.83,44.6,662.41,325.79,0.24,Partially Open,normal
2026-04-01 08:00:00,Rooftop Lounge,22.87,50.18,623.18,623.07,0.55,Open,normal
2026-04-01 08:10:00,Lobby,23.08,50.49,808.71,481.1,0.51,Open,normal
2026-04-01 08:10:00,Gym,26.28,64.43,1030.47,533.0,0.49,Open,normal
2026-04-01 08:10:00,Co-working Space,22.6,43.47,784.29,531.85,0.39,Partially Open,normal
2026-04-01 08:10:00,Corridor,21.56,43.82,691.41,313.29,0.12,Closed,normal
2026-04-01 08:10:00,Rooftop Lounge,22.69,47.83,665.63,604.45,0.6,Open,normal
2026-04-01 08:20:00,Lobby,23.2,51.6,805.72,482.87,0.45,Partially Open,normal
2026-04-01 08:20:00,Gym,25.78,63.44,992.06,540.45,0.48,Open,normal
2026-04-01 08:20:00,Co-working Space,22.75,45.42,766.84,529.4,0.37,Partially Open,normal
2026-04-01 08:20:00,Corridor,21.33,45.63,684.89,322.04,0.14,Partially Open,normal
2026-04-01 08:20:00,Rooftop Lounge,22.3,50.74,671.23,596.38,0.59,Open,normal
2026-04-01 08:30:00,Lobby,22.7,48.27,781.2,470.22,0.47,Open,normal
2026-04-01 08:30:00,Gym,26.44,61.6,995.7,559.31,0.54,Open,normal
2026-04-01 08:30:00,Co-working Space,22.33,43.79,773.45,500.35,0.36,Partially Open,normal
2026-04-01 08:30:00,Corridor,21.81,44.71,679.2,322.28,0.18,Partially Open,normal
2026-04-01 08:30:00,Rooftop Lounge,22.13,50.83,620.82,606.79,0.6,Open,normal
2026-04-01 08:40:00,Lobby,22.96,51.41,791.56,448.24,0.45,Open,normal
2026-04-01 08:40:00,Gym,26.04,62.06,1041.31,555.38,0.37,Partially Open,normal
2026-04-01 08:40:00,Co-working Space,22.27,45.65,729.35,522.83,0.27,Partially Open,normal
2026-04-01 08:40:00,Corridor,21.98,43.45,691.88,337.6,0.18,Partially Open,normal
2026-04-01 08:40:00,Rooftop Lounge,22.52,48.25,636.51,627.04,0.57,Open,normal
2026-04-01 08:50:00,Lobby,23.32,48.49,813.49,457.82,0.45,Open,normal
2026-04-01 08:50:00,Gym,26.09,61.52,1021.01,538.45,0.42,Partially Open,normal
2026-04-01 08:50:00,Co-working Space,22.61,45.3,759.06,520.26,0.2,Partially Open,normal
2026-04-01 08:50:00,Corridor,21.91,46.51,686.48,319.33,0.12,Partially Open,normal
2026-04-01 08:50:00,Rooftop Lounge,22.15,50.56,674.64,613.18,0.46,Open,normal
2026-04-01 09:00:00,Lobby,22.79,51.08,833.3,431.73,0.53,Open,normal
2026-04-01 09:00:00,Gym,24.27,55.38,892.94,537.69,0.52,Open,normal
2026-04-01 09:00:00,Co-working Space,23.34,47.42,1073.17,492.41,0.23,Partially Open,normal
2026-04-01 09:00:00,Corridor,21.39,43.68,698.24,316.63,0.16,Partially Open,normal
2026-04-01 09:00:00,Rooftop Lounge,21.31,47.9,657.15,577.05,0.54,Open,normal
2026-04-01 09:10:00,Lobby,22.72,50.74,802.45,429.11,0.53,Open,normal
2026-04-01 09:10:00,Gym,23.76,55.76,873.75,516.87,0.38,Partially Open,normal
2026-04-01 09:10:00,Co-working Space,23.54,47.28,1079.17,495.8,0.29,Partially Open,normal
2026-04-01 09:10:00,Corridor,21.13,46.25,703.28,308.81,0.17,Partially Open,normal
2026-04-01 09:10:00,Rooftop Lounge,21.95,48.52,671.16,577.42,0.6,Open,normal
2026-04-01 09:20:00,Lobby,22.19,48.58,788.37,420.83,0.38,Partially Open,normal
2026-04-01 09:20:00,Gym,24.05,58.27,897.33,500.75,0.48,Open,normal
2026-04-01 09:20:00,Co-working Space,23.18,49.2,1051.45,472.95,0.22,Partially Open,normal
2026-04-01 09:20:00,Corridor,21.26,45.95,668.96,303.41,0.08,Closed,normal
2026-04-01 09:20:00,Rooftop Lounge,21.38,47.92,625.95,588.15,0.46,Open,normal
2026-04-01 09:30:00,Lobby,22.24,49.28,834.8,437.75,0.44,Partially Open,normal
2026-04-01 09:30:00,Gym,23.95,58.32,873.97,503.55,0.48,Open,normal
2026-04-01 09:30:00,Co-working Space,23.35,47.95,1056.24,462.37,0.36,Partially Open,normal
2026-04-01 09:30:00,Corridor,21.05,44.4,706.95,297.66,0.28,Partially Open,normal
2026-04-01 09:30:00,Rooftop Lounge,21.28,47.73,664.11,578.44,0.65,Open,normal
2026-04-01 09:40:00,Lobby,22.16,51.15,844.23,430.36,0.54,Open,normal
2026-04-01 09:40:00,Gym,23.63,57.8,830.74,534.07,0.37,Partially Open,normal
2026-04-01 09:40:00,Co-working Space,23.38,48.89,1047.08,483.13,0.21,Partially Open,normal
2026-04-01 09:40:00,Corridor,21.13,46.21,678.22,303.13,0.09,Closed,normal
2026-04-01 09:40:00,Rooftop Lounge,21.06,48.99,607.79,577.27,0.65,Open,normal
2026-04-01 09:50:00,Lobby,22.44,50.51,780.76,428.0,0.36,Partially Open,normal
2026-04-01 09:50:00,Gym,24.18,55.94,843.96,516.9,0.52,Open,normal
2026-04-01 09:50:00,Co-working Space,22.81,47.44,1043.92,460.54,0.32,Partially Open,normal
2026-04-01 09:50:00,Corridor,20.71,46.16,723.75,285.69,0.18,Partially Open,normal
2026-04-01 09:50:00,Rooftop Lounge,21.49,49.06,610.19,574.23,0.46,Open,normal
2026-04-01 10:00:00,Lobby,21.72,48.05,698.68,415.43,0.34,Partially Open,normal
2026-04-01 10:00:00,Gym,23.69,55.59,837.75,479.59,0.41,Partially Open,normal
2026-04-01 10:00:00,Co-working Space,22.51,48.12,1046.76,469.23,0.37,Partially Open,normal
2026-04-01 10:00:00,Corridor,20.35,46.26,703.79,278.43,0.09,Closed,normal
2026-04-01 10:00:00,Rooftop Lounge,20.26,48.03,670.27,557.47,0.62,Open,normal
2026-04-01 10:10:00,Lobby,21.28,48.1,722.6,407.9,0.34,Partially Open,normal
2026-04-01 10:10:00,Gym,23.65,58.06,892.35,474.4,0.52,Open,normal
2026-04-01 10:10:00,Co-working Space,23.09,49.92,1074.31,455.7,0.22,Partially Open,normal
2026-04-01 10:10:00,Corridor,20.87,45.26,664.88,287.98,0.15,Partially Open,normal
2026-04-01 10:10:00,Rooftop Lounge,20.76,50.2,635.14,565.84,0.46,Open,normal
2026-04-01 10:20:00,Lobby,21.06,47.63,697.77,419.84,0.44,Partially Open,normal
2026-04-01 10:20:00,Gym,23.65,56.01,858.71,505.59,0.39,Partially Open,normal
2026-04-01 10:20:00,Co-working Space,22.44,49.17,1077.51,464.37,0.3,Partially Open,normal
2026-04-01 10:20:00,Corridor,20.71,43.91,719.01,251.03,0.23,Partially Open,normal
2026-04-01 10:20:00,Rooftop Lounge,20.8,47.94,642.69,568.64,0.55,Open,normal
2026-04-01 10:30:00,Lobby,21.56,45.52,676.76,406.62,0.27,Partially Open,normal
2026-04-01 10:30:00,Gym,23.52,55.91,884.74,500.92,0.53,Open,normal
2026-04-01 10:30:00,Co-working Space,22.79,47.41,1046.48,428.83,0.38,Partially Open,normal
2026-04-01 10:30:00,Corridor,20.27,44.48,665.14,258.81,0.26,Partially Open,normal
2026-04-01 10:30:00,Rooftop Lounge,20.56,49.21,608.87,557.63,0.61,Open,normal
2026-04-01 10:40:00,Lobby,20.95,47.18,722.29,405.03,0.35,Partially Open,normal
2026-04-01 10:40:00,Gym,23.21,57.65,885.84,486.43,0.5,Open,normal
2026-04-01 10:40:00,Co-working Space,22.41,48.18,1032.29,458.99,0.27,Partially Open,normal
2026-04-01 10:40:00,Corridor,20.24,45.16,663.09,279.86,0.11,Closed,normal
2026-04-01 10:40:00,Rooftop Lounge,20.48,48.37,632.19,567.83,0.61,Open,normal
2026-04-01 10:50:00,Lobby,21.03,45.48,741.4,387.05,0.44,Partially Open,normal
2026-04-01 10:50:00,Gym,23.66,56.23,886.95,497.44,0.54,Open,normal
2026-04-01 10:50:00,Co-working Space,22.69,47.8,1040.03,454.7,0.24,Partially Open,normal
2026-04-01 10:50:00,Corridor,20.2,46.18,685.31,270.82,0.17,Partially Open,normal
2026-04-01 10:50:00,Rooftop Lounge,20.38,50.07,676.76,540.3,0.55,Open,normal
2026-04-01 11:00:00,Lobby,20.53,49.03,683.17,366.78,0.44,Partially Open,normal
2026-04-01 11:00:00,Gym,23.05,56.27,878.58,464.76,0.44,Partially Open,normal
2026-04-01 11:00:00,Co-working Space,22.47,50.34,1079.74,434.7,0.39,Partially Open,normal
2026-04-01 11:00:00,Corridor,20.34,44.67,688.52,245.07,0.15,Partially Open,normal
2026-04-01 11:00:00,Rooftop Lounge,19.74,49.38,624.67,541.87,0.55,Open,normal
2026-04-01 11:10:00,Lobby,20.74,48.98,696.73,366.91,0.37,Partially Open,normal
2026-04-01 11:10:00,Gym,22.66,56.63,884.58,453.07,0.37,Partially Open,normal
2026-04-01 11:10:00,Co-working Space,22.48,49.07,1066.4,403.76,0.22,Partially Open,normal
2026-04-01 11:10:00,Corridor,19.96,45.82,659.9,257.96,0.28,Partially Open,normal
2026-04-01 11:10:00,Rooftop Lounge,19.24,49.81,661.48,540.17,0.59,Open,normal
2026-04-01 11:20:00,Lobby,20.9,48.17,684.11,377.33,0.36,Partially Open,normal
2026-04-01 11:20:00,Gym,22.99,55.91,872.65,442.58,0.5,Open,normal
2026-04-01 11:20:00,Co-working Space,21.95,47.56,1083.84,431.36,0.35,Partially Open,normal
2026-04-01 11:20:00,Corridor,19.85,44.33,708.39,254.42,0.13,Partially Open,normal
2026-04-01 11:20:00,Rooftop Lounge,19.25,48.72,643.35,506.47,0.5,Open,normal
2026-04-01 11:30:00,Lobby,20.42,48.71,698.93,365.74,0.42,Partially Open,normal
2026-04-01 11:30:00,Gym,22.68,56.28,837.27,449.77,0.38,Partially Open,normal
2026-04-01 11:30:00,Co-working Space,22.25,49.66,1062.61,400.28,0.36,Partially Open,normal
2026-04-01 11:30:00,Corridor,20.07,46.56,672.68,225.13,0.15,Partially Open,normal
2026-04-01 11:30:00,Rooftop Lounge,19.62,48.73,638.86,503.96,0.59,Open,normal
2026-04-01 06:00:00,Lobby,22.95,48.42,683.56,484.15,0.34,Partially Open,normal
2026-04-01 06:00:00,Gym,25.34,55.25,850.02,577.17,0.52,Open,normal
2026-04-01 06:00:00,Co-working Space,23.24,44.07,752.34,531.39,0.21,Partially Open,normal
2026-04-01 06:00:00,Corridor,22.46,46.04,704.43,372.33,0.22,Partially Open,normal
2026-04-01 06:00:00,Rooftop Lounge,23.44,50.73,672.09,638.82,0.54,Open,normal
2026-04-01 06:10:00,Lobby,22.97,47.4,687.94,496.92,0.29,Partially Open,normal
2026-04-01 06:10:00,Gym,24.75,57.97,889.81,571.95,0.48,Open,normal
2026-04-01 06:10:00,Co-working Space,23.38,45.17,741.26,538.89,0.21,Partially Open,normal
2026-04-01 06:10:00,Corridor,22.44,43.47,716.2,351.75,0.14,Partially Open,normal
2026-04-01 06:10:00,Rooftop Lounge,23.32,48.71,638.39,630.6,0.64,Open,normal
2026-04-01 06:20:00,Lobby,23.13,47.65,735.4,510.96,0.26,Partially Open,normal
2026-04-01 06:20:00,Gym,25.43,57.34,839.01,571.05,0.35,Partially Open,normal
2026-04-01 06:20:00,Co-working Space,23.54,43.68,726.45,531.67,0.4,Partially Open,normal
2026-04-01 06:20:00,Corridor,22.48,44.77,712.58,356.08,0.25,Partially Open,normal
2026-04-01 06:20:00,Rooftop Lounge,23.16,49.69,670.13,662.58,0.65,Open,normal
2026-04-01 06:30:00,Lobby,23.1,46.7,682.12,519.15,0.26,Partially Open,normal
2026-04-01 06:30:00,Gym,25.31,56.4,876.07,573.47,0.38,Partially Open,normal
2026-04-01 06:30:00,Co-working Space,23.14,43.36,789.18,531.22,0.34,Partially Open,normal
2026-04-01 06:30:00,Corridor,22.43,46.72,703.39,361.71,0.14,Partially Open,normal
2026-04-01 06:30:00,Rooftop Lounge,23.55,49.92,676.34,652.6,0.54,Open,normal
2026-04-01 06:40:00,Lobby,22.64,47.31,689.72,492.72,0.43,Partially Open,normal
2026-04-01 06:40:00,Gym,25.45,56.47,858.2,587.93,0.36,Partially Open,normal
2026-04-01 06:40:00,Co-working Space,23.34,45.59,725.91,550.15,0.29,Partially Open,normal
2026-04-01 06:40:00,Corridor,22.45,44.85,711.22,355.42,0.28,Partially Open,normal
2026-04-01 06:40:00,Rooftop Lounge,23.01,49.16,610.71,661.77,0.55,Open,normal
2026-04-01 06:50:00,Lobby,22.65,47.02,730.67,504.74,0.34,Partially Open,normal
2026-04-01 06:50:00,Gym,25.05,57.44,879.03,563.94,0.49,Open,normal
2026-04-01 06:50:00,Co-working Space,23.24,45.02,760.1,547.18,0.22,Partially Open,normal
2026-04-01 06:50:00,Corridor,22.48,46.87,722.22,372.0,0.21,Partially Open,normal
